atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,lat,lng,atclFetrDesc,tagList,bildNm,town
2435272316,인왕산현대아이파크,아파트,매매,3/16,152000,0,"15억 2,000",145,114.93,남향,24.07.18.,37.577108,126.958086,인왕산 조망이 있는 아파트입니다.,"['25년이내', '역세권', '대형평수', '방네개이상']",106동,종로구 무악동
2435618549,일반상가,상가,월세,1/2,3000,200,"3,000",44,44.5,서향,24.07.19.,37.574907,126.958132,l노른자l 독립문역 초역세권 유동인구 많은 자리,"['25년이상', '역세권', '1층', '총2층']",,종로구 무악동
2437298287,단지내상가,상가,월세,1/1,5000,250,"5,000",77,38.92,남서향,24.07.29.,37.573824,126.959322,"권리금 없는 스트리트형 상가,공원,아파트,주택,밀집지역, 유동인구 많음.","['10년이내', '융자금없는', '역세권', '1층']",,종로구 무악동
2437299488,단지내상가,상가,월세,1/1,5000,220,"5,000",92,46,남서향,24.07.29.,37.573824,126.959322,"독립문 스트리트형 역세권 상가, 주택가 인접 지역, 유동인구  많음.","['10년이내', '융자금없는', '역세권', '1층']",,종로구 무악동
2435177884,인왕산현대아이파크,아파트,매매,10/17,136000,0,"13억 6,000",111,84.85,남서향,24.07.17.,37.57684,126.957297,로얄동. 입구동. 로얄층. 채광 조망 좋은 집,"['25년이내', '역세권', '방세개']",112동,종로구 무악동
2436316011,경희궁롯데캐슬,아파트,매매,중/16,170000,0,17억,114,84.87,남서향,24.07.23.,37.57368,126.959532,"34전세안고.로얄층, 전망좋음,","['10년이내', '역세권', '방세개']",104동,종로구 무악동
2436323517,무악현대,아파트,월세,저/17,40000,160,4억,141,114.9,남서향,24.07.23.,37.575983,126.961192,남서향으로 융자 없음.방4,"['25년이내', '융자금없는', '대형평수', '방네개이상']",103동,종로구 무악동
2437974893,인왕산현대아이파크,아파트,매매,중/16,160000,0,16억,145,114.93,남향,24.08.02.,37.577108,126.958086,"좋은 가격. 확장형. 인왕산 조망권, 채광 좋은 집","['25년이내', '역세권', '대형평수']",106동,종로구 무악동
2437734722,무악현대,아파트,매매,중/14,100000,0,10억,84,60,남서향,24.08.01.,37.575399,126.958393,"선호하는 입구동, 로얄층, 특 올수리, 입주가능, 살기 편리한 동.","['25년이내', '올수리', '역세권', '방세개']",112동,종로구 무악동
2436888628,일반상가,상가,월세,1/3,1000,100,"1,000",39,39.27,동향,24.07.26.,37.573979,126.960618,l노른자l 독립문초 바로 앞 모든 업종 가능한 1층 상가,"['25년이상', '역세권', '1층', '총3층']",,종로구 무악동
2436871271,단지내상가,상가,월세,B1/1,5000,230,"5,000",59,30.11,남서향,24.07.26.,37.573824,126.959322,"스트리트형 초역세권, 주택, 아파트 밀집 지역, 유동인구 많음.","['10년이내', '융자금없는', '역세권', '지하층']",,종로구 무악동
2435638303,인왕산현대아이파크,아파트,매매,고/16,160000,0,16억,145,114.93,남향,24.07.19.,37.577108,126.958086,"앞 뒤 베란다 독립문 공원 안산,인왕산  풍광이 아름다운 매매 물건입.","['25년이내', '역세권', '대형평수', '방네개이상']",106동,종로구 무악동
2435614128,경희궁롯데캐슬,아파트,매매,저/16,163000,0,"16억 3,000",114,84.87,남서향,24.07.19.,37.573888,126.959085,독립문역 도보 1분거리 서대문 독립공원이 보이는 최고의 뷰 전세끼고 매매,"['10년이내', '역세권', '방세개']",103동,종로구 무악동
2435256298,인왕산2차아이파크,아파트,매매,고/17,152000,0,"15억 2,000",144,112.53,남동향,24.07.17.,37.575509,126.959648,"일조량좋은 고층이며,방3개확장 되어있습니다","['10년이내', '역세권', '대형평수', '방세개']",203동,종로구 무악동
2434050446,단지내상가,상가,월세,2/4,1000,80,"1,000",35,26.28,남서향,24.07.11.,37.577009,126.957449,사무실.교습소.공방.피부관리실 등,"['25년이내', '융자금없는', '역세권', '중층']",,종로구 무악동
2434917902,경희궁롯데캐슬,아파트,매매,저/16,220000,0,22억,150,110.85,남향,24.07.16.,37.57368,126.959532,방3 화2  세대 분리형 원룸에 임차수익있는 역세권 아파트,"['10년이내', '역세권', '세대분리']",104동,종로구 무악동
2433811014,인왕산현대아이파크,아파트,매매,1/17,130000,0,13억,111,84.85,남서향,24.07.09.,37.57684,126.957297,로얄동으로써 아이들 키우기좋은 1층 이며 앞정원같은 숲이 있어 좋습니다,"['25년이내', '마당', '역세권', '1층']",112동,종로구 무악동
2434773794,인왕산2차아이파크,아파트,매매,고/15,120000,0,12억,108,84.06,남동향,24.07.15.,37.575619,126.959862,주인거주  관리가 잘된 아주 깨끗한집입니다,"['10년이내', '역세권', '방세개']",202동,종로구 무악동
2436679919,인왕산2차아이파크,아파트,전세,고/16,93000,0,"9억 3,000",144,112.81,남향,24.07.25.,37.575939,126.959348,조용하고 공기좋은 뒷배경이 아름다운 동입니다,"['10년이내', '역세권', '대형평수', '방네개이상']",201동,종로구 무악동
