atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,lat,lng,atclFetrDesc,tagList,bildNm,town
2437516390,빌라,빌라,매매,2/3,320000,0,32억,222,222.84,남향,24.07.31.,37.609224,126.968076,킹스 환상적인 뷰 보시면 반하실꺼에요,"['25년이상', '대형평수', '방세개']",,종로구 평창동
2437583585,일반상가,상가,월세,1/5,3000,200,"3,000",165,165.29,동향,24.07.31.,37.605963,126.966423,O평창동 쇼핑센터뉴본 58p 1층상가 주차가능O,"['25년이상', '융자금없는', '1층', '주차가능']",,종로구 평창동
2438362331,벽산평창힐스,아파트,매매,저/5,160000,0,16억,173,150.83,동향,24.08.05.,37.60815,126.97324,도로에서 가까우며 조용한 전원풍아파트,"['25년이내', '대형평수', '방네개이상']",101동,종로구 평창동
2438125741,금강,아파트,매매,1/3,73000,0,"7억 3,000",120,84.95,동향,24.08.05.,37.607906,126.968382,,"['25년이상', '1층', '방세개', '화장실두개']",1동,종로구 평창동
2438125974,금강,아파트,매매,3/3,72000,0,"7억 2,000",120,84.95,동향,24.08.05.,37.608703,126.968881,수리했고 대단지형 아늑함,"['25년이상', '탑층', '방세개', '화장실한개']",4동,종로구 평창동
2438125643,금강,아파트,매매,3/3,69000,0,"6억 9,000",120,84.95,동향,24.08.05.,37.607906,126.968382, 급매 전망트여있음 수리도 했음,"['25년이상', '급매', '탑층', '방세개']",1동,종로구 평창동
2437404313,단독,단독/다가구,매매,3/-,150000,0,15억,125,149.24,남향,24.07.30.,37.602411,126.968648,평창동 소형단독주택 매매 넉넉한 주차공간 네모반듯 신축,"['4년이내', '소형평수', '방두개']",,종로구 평창동
2437459153,빌라,빌라,전세,2/3,200000,0,20억,222,222.84,남향,24.07.30.,37.609224,126.968076,킹스 완벽합니다,"['25년이상', '대형평수', '방세개']",,종로구 평창동
2437470544,빌라,빌라,전세,2/3,200000,0,20억,222,222.84,남향,24.07.30.,37.609224,126.968076,킹스 환상적인 뷰 보시면 반하실꺼에요,"['25년이상', '대형평수', '방세개']",,종로구 평창동
2437321540,빌라,빌라,전세,2/3,32000,0,"3억 2,000",78,53.58,남향,24.07.30.,37.60625,126.965817,위치가 아주 좋은 빌라. 서울예고 도보 통학 10분 이내.,"['25년이상', '방두개', '화장실한개', '중층']",,종로구 평창동
2437141549,빌라,빌라,매매,1/3,130000,0,13억,165,165.61,남향,24.07.29.,37.603829,126.965802,평창동 복층빌라.방4욕실3.엘베유.,"['25년이상', '1층', '대형평수']",,종로구 평창동
2437264010,빌라,빌라,매매,2/3,41000,0,"4억 1,000",78,53.58,남향,24.07.29.,37.60625,126.965817,"평창동 접근성 좋은 빌라, 2룸","['25년이상', '화장실한개', '방두개']",,종로구 평창동
2437292233,단독,단독/다가구,매매,3/-,150000,0,15억,125,149.24,남동향,24.07.29.,37.602411,126.968648,평창동 신축 단독주택 매매 나만의 작은 정원과 주차4대가 가능한 매,"['4년이내', '마당', '소형평수']",,종로구 평창동
2437251581,빌라,빌라,매매,2/5,70000,0,7억,89,74.27,남향,24.07.29.,37.605825,126.965949,서울예고 앞 인기있는 접근성 최고의 빌라 깨끗하고 환한집,"['10년이내', '방세개', '화장실두개']",,종로구 평창동
2437139295,빌라,빌라,매매,2/3,320000,0,32억,257,222.84,남향,24.07.29.,37.609224,126.968076,"환상적인뷰,특급리모델링세대","['25년이상', '대형평수', '방세개']",,종로구 평창동
